ID,Amount
10034189,6567.166667
10035021,6567.166667
10037659,5400.375
10038274,5400.375
10036346,6806.5
10031991,5400.375
10037636,5400.375
10035073,5400.375
10037569,5537.333333
10039764,5537.333333
10032202,5537.333333
10017391,5665.666667
10038587,5665.666667
10039346,5665.666667
10034813,5665.666667
10040729,5665.666667
10035961,5835.458333
10033718,7198.25
10030317,7198.25
10019775,7198.25
10018429,7198.25
10019097,7198.25
10034113,7848.666667
10010133,7848.666667
10030551,7848.666667
10030912,7848.666667
10019547,7908.166667
10030764,7908.166667
10018765,7908.166667
10019451,7908.166667
10039881,7908.166667
10019414,8111.208333
10017593,8111.208333
10013720,977.125
10008078,627.625
10008142,1537.708333
10008609,729.625
10008653,1011.208333
10008811,1537.708333
10009800,1211.208333
10009800,1211.208333
10009896,1211.208333
10009896,1211.208333
10010060,1537.708333
10010249,1011.208333
10010387,849.0416667
10010502,545.5833333
10010637,1211.208333
10010818,729.625
10010986,627.625
10011553,977.125
10011685,1211.208333
10011849,1537.708333
10011944,1537.708333
10011968,627.625
10012116,1537.708333
10012206,1011.208333
10012338,849.0416667
10012393,1380.083333
10012462,545.5833333
10012521,1211.208333
10012605,1011.208333
10012769,1537.708333
10012784,606.2083333
10012818,1169.875
10012829,1537.708333
10012867,1211.208333
10012887,627.625
10012972,527.0833333
10013014,1537.708333
10013151,1211.208333
10013211,438.625
10013286,1011.208333
10013321,1169.875
10013363,849.0416667
10013693,545.5833333
10013702,627.625
10013720,1011.208333
10013772,1211.208333
10013901,585.9166667
10013903,820.2916667
10013907,545.5833333
10013961,606.2083333
10014155,1211.208333
10014167,1211.208333
10014237,1211.208333
10014287,1211.208333
10014287,1211.208333
10014388,1211.208333
10014529,849.0416667
10014745,849.0416667
10015128,729.625
10015352,1011.208333
10015372,1011.208333
10015401,1380.083333
10015443,729.625
10015468,1380.083333
10015763,1011.208333
10016138,729.625
10016152,849.0416667
10016186,681.25
10016892,438.625
10016948,627.625
10017003,1211.208333
10017004,1211.208333
10017162,729.625
10017287,1011.208333
10017637,545.5833333
10017683,585.9166667
10017794,977.125
10017856,849.0416667
10017997,977.125
10018026,849.0416667
10018060,606.2083333
10018396,527.0833333
10018676,1211.208333
10018759,1011.208333
10018768,1380.083333
10018839,798.375
10018872,681.25
10019034,1130.458333
10019138,1211.208333
10019288,1130.458333
10019324,1169.875
10019614,1011.208333
10019738,977.125
10020046,705.125
10030399,1169.875
10030462,527.0833333
10031270,1169.875
10031536,1380.083333
10031628,798.375
10032296,705.125
10032362,705.125
10032642,1130.458333
10033009,1484.625
10033146,849.0416667
10034194,681.25
10034450,1011.208333
10034862,943.9583333
10034959,798.375
10034980,1484.625
